source,text,url
youtube,"comes in very unique ways but for example I give some kind of a workout routine you may not trust although it's not that I will not know about it but you will say simple >> so How do you trust like who are the trustworthy individuals and who are not? >> It's very simple. Uh people who are trustworthy are trustworthy within their org also. It's not outside. It's very rare to find somebody who's trusted outside when nobody in the team trust them. Trust starts in the building first. >> Mhm. For example, let's say people ask outside key is Raj trusted person but that it's unlikely the trust outside will exist because this news spreads >> very fast. >> Yeah. So any behavior that is non-rustworthy in nature is content. We talked about gossip before. Best gossiper. >> What type of person you've learned to never trust even if they're successful? >> Uh I mean I don't think uh it works that way in a simple term. You can trust them for different things. But for example, uh uh let's say when you're trying to trust in investing in somebody, right? Uh you're looking for how forthcoming they are when they are confronted with something. Let's say when you tell them if they justify go around about versus saying that no, you're right. That's not true. But let me explain why I said that and you buy that. So you you'll see very clearly that uh people who can be trusted long-term. Other example is uh let's say your team members >> people who are not fast at giving you bad news but fast at giving you good news. Eventually you will always have to watch your back with them. But their behavior must be a function of how you react also. If you are terrible reactor to bad news bad news true but if you say it's okay solve but that time if you react like a hyper emotional person you will never get bad news. So you feel >> think about uh our relationship with parents like who are we going to give bad news first or who are we not going to give bad news or or are we going to give bad news to our parents based it's it's based on the trust or or the reaction reaction they have given over the time. >> Mhm. M >> so you feel you can trust a person who accepts and reacts in a better way. No, I think people would differ. >> No, trust. Trust. I told you the four components cause trust. I'm just saying there are multiple traits that you feel. Okay. What is trust? >> Your ability to be vulnerable around somebody or something. That's trust. Do you think as a public figure you can be vulnerable and yet be trusted? If you are vulnerable that is fine but if you are not respected you can't be trusted as a public figure because ultimately people have to respect you also. Just likes are not enough. Fame is not enough. There are many people who are famous for being cringe. >> You don't respect them. >> You won't respect them. We we like watching clowns. >> Doesn't mean that we'll respect them. Would you wear t-shirt of somebody who's very cringe as a person? You might just once in a while watch their real and laugh and oh my god, I can't believe they said that. Respect is alo subjective. I'll talk about it. >> Okay. But I want to share something with you because you said vulnerability. I was speaking to somebody who trains and who have trained multiple presidents in US and one of the key insights he told me that they have in their training when they become president one of the first things they been told that they're not allowed to say sorry. >> Yes. >> So he was sharing in insight about Donald Trump that sometimes he knows that he's wrong but they're not allowed to say sorry because that makes them look weak. >> Yes. And that will make more people distrust them, not trust them. >> So then trust comes from being very powerful and not vulnerable. >> Just a good point. Uh it's about what is the role? If your role is to be a protector, it's different to be vulnerable. If your role is to be protecting my wealth, you can't say sorry. But if your role uh is to let's say uh generally lead as a manager and say that guys I'm sorry I should have handled this feedback better. I should have solved this problem for you better. It creates trust. You wonder that for example feedback Lena >> if you",https://www.youtube.com/watch?v=YIszsqhLGIs
youtube,"time. >> Mhm. M >> so you feel you can trust a person who accepts and reacts in a better way. No, I think people would differ. >> No, trust. Trust. I told you the four components cause trust. I'm just saying there are multiple traits that you feel. Okay. What is trust? >> Your ability to be vulnerable around somebody or something. That's trust. Do you think as a public figure you can be vulnerable and yet be trusted? If you are vulnerable that is fine but if you are not respected you can't be trusted as a public figure because ultimately people have to respect you also. Just likes are not enough. Fame is not enough. There are many people who are famous for being cringe. >> You don't respect them. >> You won't respect them. We we like watching clowns. >> Doesn't mean that we'll respect them. Would you wear t-shirt of somebody who's very cringe as a person? You might just once in a while watch their real and laugh and oh my god, I can't believe they said that. Respect is alo subjective. I'll talk about it. >> Okay. But I want to share something with you because you said vulnerability. I was speaking to somebody who trains and who have trained multiple presidents in US and one of the key insights he told me that they have in their training when they become president one of the first things they been told that they're not allowed to say sorry. >> Yes. >> So he was sharing in insight about Donald Trump that sometimes he knows that he's wrong but they're not allowed to say sorry because that makes them look weak. >> Yes. And that will make more people distrust them, not trust them. >> So then trust comes from being very powerful and not vulnerable. >> Just a good point. Uh it's about what is the role? If your role is to be a protector, it's different to be vulnerable. If your role is to be protecting my wealth, you can't say sorry. But if your role uh is to let's say uh generally lead as a manager and say that guys I'm sorry I should have handled this feedback better. I should have solved this problem for you better. It creates trust. You wonder that for example feedback Lena >> if you are not good at taking feedback it's going to be hard for people to trust. What if you're unapproachable for feedback? will not grow. Only some figures require you to maintain that stature. But do you think that the same people would not be saying trust to their close people >> otherwise they will never get feedback? How would they know what they are having their blind spots on? But you're right, the the respect has very interesting connotations. For example, when it comes to leaders that we want to have blind faith behind. So you'll see never you'll never see a godman ever say maybe they're very sure. >> Exactly. That's what I was coming to. So on some figures we expecting them to not have any doubt because we like to follow people who have backbone not people who are right and wrong. M >> do you think it works for celebrities, public figures as well? >> Yeah, of course it works for brands also. Some brands are luxury brands are unlikely to say sorry for your experience. Your good will be shipped in 3 days. No. >> Who should be arrogant and unapologetic about what they are and who should not be? >> I think that's a generic statement, right? uh people look up to people for different types of traits, right? If you study brand archetypes, there are 12 brand archetypes. >> Approachable, lovable, warm, >> uh uh ruler, creator, innovator, magician, there are multiple types. Everybody has a role and you have to fit that role, right? Uh look at the movie actors, we have different archetypes, right? Not saying sorry types. The warm, lovable, likable type, the intellectual type, the non-intellectual type, uh energy jovial type. These are all characters. They all exist and they all have different roles to play. >> Who will have the highest status likely to have highest status in a country like India? What do you think? uh uh somebody uh always status boils down to wealth or power >> the best status obviously both >> h what would your brand archetype be if you have to put it out in a word >> I don't know I I think people uh I think brand archetypes are not something that you can craft >> you are that >> yeah what do you think how do people perceive you >>",https://www.youtube.com/watch?v=YIszsqhLGIs
youtube,"are not good at taking feedback it's going to be hard for people to trust. What if you're unapproachable for feedback? will not grow. Only some figures require you to maintain that stature. But do you think that the same people would not be saying trust to their close people >> otherwise they will never get feedback? How would they know what they are having their blind spots on? But you're right, the the respect has very interesting connotations. For example, when it comes to leaders that we want to have blind faith behind. So you'll see never you'll never see a godman ever say maybe they're very sure. >> Exactly. That's what I was coming to. So on some figures we expecting them to not have any doubt because we like to follow people who have backbone not people who are right and wrong. M >> do you think it works for celebrities, public figures as well? >> Yeah, of course it works for brands also. Some brands are luxury brands are unlikely to say sorry for your experience. Your good will be shipped in 3 days. No. >> Who should be arrogant and unapologetic about what they are and who should not be? >> I think that's a generic statement, right? uh people look up to people for different types of traits, right? If you study brand archetypes, there are 12 brand archetypes. >> Approachable, lovable, warm, >> uh uh ruler, creator, innovator, magician, there are multiple types. Everybody has a role and you have to fit that role, right? Uh look at the movie actors, we have different archetypes, right? Not saying sorry types. The warm, lovable, likable type, the intellectual type, the non-intellectual type, uh energy jovial type. These are all characters. They all exist and they all have different roles to play. >> Who will have the highest status likely to have highest status in a country like India? What do you think? uh uh somebody uh always status boils down to wealth or power >> the best status obviously both >> h what would your brand archetype be if you have to put it out in a word >> I don't know I I think people uh I think brand archetypes are not something that you can craft >> you are that >> yeah what do you think how do people perceive you >> I don't know maybe I should do a survey and find out how do people perceive. >> What's your guess? >> What's your guess? >> What do you think? I want to know it from you. >> I don't know. You tell me. You're you're very like a random intellect and wise kind of persona that you give at least on >> and sometimes I also feel that you purposely show that you don't take yourself seriously. >> Mhm. >> That's like I don't know how to fit that in into one thing but that's what you show. I actually don't take myself seriously. uh I think uh >> that's what we can perceive >> and uh that's because nothing really matters right eventually you may do everything in I don't know 50 100 years nobody will remember anything like you see history of people like who achieved extraordinary stuff like uh I was talking to somebody about uh the story of the founder of Bombay stock exchange I met some Bombay stock exchange employees they didn't even know about this person they work in that institution. >> So forget about who else will care about it. >> Yeah. So you don't take yourself seriously at all. I I don't think u I think we should take what we do seriously for the time that we are being around over here and do it with a lot of respect and dignity and a lot of integrity. But we to also accept that life is absolutely fragile. uh and humans keep evolving and moving on, right? And uh uh you should just be happy about what you did in the time that you had the gift of life. >> Mhm. >> Versus constantly worry about your legacy, your uh like long-term and all of that stuff. Uh and I'm not saying that you should not think about that your let's say you're building a company would you should want for it to last hundreds of years. But you also accept the mathematical order of that happening is close to zero. >> Have you thought sorry you >> sorry go ahead. >> Have you thought that what if you fail? >> I think the mathematical chance of that is high for every single individual. >> What do you do to continuously get lucky for not being failure? is is is something that",https://www.youtube.com/watch?v=YIszsqhLGIs
youtube,"I don't know maybe I should do a survey and find out how do people perceive. >> What's your guess? >> What's your guess? >> What do you think? I want to know it from you. >> I don't know. You tell me. You're you're very like a random intellect and wise kind of persona that you give at least on >> and sometimes I also feel that you purposely show that you don't take yourself seriously. >> Mhm. >> That's like I don't know how to fit that in into one thing but that's what you show. I actually don't take myself seriously. uh I think uh >> that's what we can perceive >> and uh that's because nothing really matters right eventually you may do everything in I don't know 50 100 years nobody will remember anything like you see history of people like who achieved extraordinary stuff like uh I was talking to somebody about uh the story of the founder of Bombay stock exchange I met some Bombay stock exchange employees they didn't even know about this person they work in that institution. >> So forget about who else will care about it. >> Yeah. So you don't take yourself seriously at all. I I don't think u I think we should take what we do seriously for the time that we are being around over here and do it with a lot of respect and dignity and a lot of integrity. But we to also accept that life is absolutely fragile. uh and humans keep evolving and moving on, right? And uh uh you should just be happy about what you did in the time that you had the gift of life. >> Mhm. >> Versus constantly worry about your legacy, your uh like long-term and all of that stuff. Uh and I'm not saying that you should not think about that your let's say you're building a company would you should want for it to last hundreds of years. But you also accept the mathematical order of that happening is close to zero. >> Have you thought sorry you >> sorry go ahead. >> Have you thought that what if you fail? >> I think the mathematical chance of that is high for every single individual. >> What do you do to continuously get lucky for not being failure? is is is something that you have to build uh through observing, pattern recognition, so on and so forth, right? And often you don't see that in people because uh uh they're not thinking about converting this into a long-term thing. For example, let's say a company is in the first 5 years, >> let's say Tata Group, >> okay, >> in the first five years, we're not thinking centuries they had to solve a very different problem sometimes of survival. >> Mhm. >> Right. Uh when you are raising a kid when it's 1 2 you're not thinking about oh lawyer doctor engineer like it's hard to although you wish for but you don't think about that you're like okay is the baby sick or not sick has got vaccinated not got vaccinated so on and so forth you're thinking about different things but I think as you're building companies and you reach a certain age, you think about it to be more long-lasting in nature. You don't think about taking shortcuts on many things. >> But have you thought ever, >> okay, let me put this in a very podcasty way >> that >> if someone was to write a book on you, >> I hope not. >> And the book title is like about your failure. Okay, let's just put it this way. We're doing an experiment. >> Correct. Correct. The book title is why I didn't make it. >> Perfect. >> What do you think would be the first chapter? >> Did not evolve. >> Explain. >> The world changed and I did not evolve to the change. I did not adapt. Did not learn. Did not fix my mistakes. Did not demonstrate discipline. >> Do you think you're not evolving at a pace that you should be evolving? >> Nobody is evolving at the pace the world is evolving at right now. Nobody. The world is changing too rapidly, too quickly. >> What gives you that this insight? >> Just look at everything that is happening around us. >> We often forget that >> like smartphones don't exist before a very long period of time. Internet did not exist for a very long period of time. Now we have AI and AI is evolving at a rate every two months that you cannot imagine. And the world is therefore evolving around that change of behavior. social media uh all the",https://www.youtube.com/watch?v=YIszsqhLGIs
youtube,"you have to build uh through observing, pattern recognition, so on and so forth, right? And often you don't see that in people because uh uh they're not thinking about converting this into a long-term thing. For example, let's say a company is in the first 5 years, >> let's say Tata Group, >> okay, >> in the first five years, we're not thinking centuries they had to solve a very different problem sometimes of survival. >> Mhm. >> Right. Uh when you are raising a kid when it's 1 2 you're not thinking about oh lawyer doctor engineer like it's hard to although you wish for but you don't think about that you're like okay is the baby sick or not sick has got vaccinated not got vaccinated so on and so forth you're thinking about different things but I think as you're building companies and you reach a certain age, you think about it to be more long-lasting in nature. You don't think about taking shortcuts on many things. >> But have you thought ever, >> okay, let me put this in a very podcasty way >> that >> if someone was to write a book on you, >> I hope not. >> And the book title is like about your failure. Okay, let's just put it this way. We're doing an experiment. >> Correct. Correct. The book title is why I didn't make it. >> Perfect. >> What do you think would be the first chapter? >> Did not evolve. >> Explain. >> The world changed and I did not evolve to the change. I did not adapt. Did not learn. Did not fix my mistakes. Did not demonstrate discipline. >> Do you think you're not evolving at a pace that you should be evolving? >> Nobody is evolving at the pace the world is evolving at right now. Nobody. The world is changing too rapidly, too quickly. >> What gives you that this insight? >> Just look at everything that is happening around us. >> We often forget that >> like smartphones don't exist before a very long period of time. Internet did not exist for a very long period of time. Now we have AI and AI is evolving at a rate every two months that you cannot imagine. And the world is therefore evolving around that change of behavior. social media uh all the evidence of mental health, all the evidence of new types of uh behaviors that are coming on younger people, it's evolving at a very different rate. We don't know how to plan for it. If you had a teenager, what are you asking them to study? How do you know? >> Yeah. If you banned placements in MBA schools, MBA, what if you and I build a company that assures placement? >> We'll probably make more money than MBA schools. >> True 100%. >> So what I'm saying is that who knows? >> Who knows? Nobody knows. >> Evolution is >> Yeah. changing evolving and it's changing at a much faster rate. For example, our parents didn't have to learn all this thing and watch podcast and evolve so fast. >> Yeah. >> Yeah. >> In fact, grandparents had to evolve much lesser >> cuz the world's rate of change was manageable. >> Do you think more people will feel with all this change and evolution average number of people they'll get more successful or they'll fail more? >> I think the rate of failure and success has been consistently in the world. Doesn't matter what the time was. M >> but average wealth always grew, average prosperity always grew. >> The gap was always wide. By the way, we we often say gap between wealthy and not wealthy. >> Did you ever imagine the gap between kings and other people back in the day? The gap was multiple times more. We often say that oh countries were richer before they were looted. No, only the kings were richer. Rest of the people were not very rich. So this is where you have to say what is a purpose of a government? Find a way to let get everybody out and do well. Create prosperity for them. Create uh opportunity for them. And that's what has to happen. H because you're talking about government. It reminds me of another tweet that you did. >> All tweets about power and politics result in more quote tweets than any other form of tweet. Fastest way to be called stupid in life is to have an opinion about power or politics. >> Yeah. >> Why? I observed this. Uh so I wrote that because you will notice that people who talk a lot about politics are usually powerless in life and they feel",https://www.youtube.com/watch?v=YIszsqhLGIs
youtube,"evidence of mental health, all the evidence of new types of uh behaviors that are coming on younger people, it's evolving at a very different rate. We don't know how to plan for it. If you had a teenager, what are you asking them to study? How do you know? >> Yeah. If you banned placements in MBA schools, MBA, what if you and I build a company that assures placement? >> We'll probably make more money than MBA schools. >> True 100%. >> So what I'm saying is that who knows? >> Who knows? Nobody knows. >> Evolution is >> Yeah. changing evolving and it's changing at a much faster rate. For example, our parents didn't have to learn all this thing and watch podcast and evolve so fast. >> Yeah. >> Yeah. >> In fact, grandparents had to evolve much lesser >> cuz the world's rate of change was manageable. >> Do you think more people will feel with all this change and evolution average number of people they'll get more successful or they'll fail more? >> I think the rate of failure and success has been consistently in the world. Doesn't matter what the time was. M >> but average wealth always grew, average prosperity always grew. >> The gap was always wide. By the way, we we often say gap between wealthy and not wealthy. >> Did you ever imagine the gap between kings and other people back in the day? The gap was multiple times more. We often say that oh countries were richer before they were looted. No, only the kings were richer. Rest of the people were not very rich. So this is where you have to say what is a purpose of a government? Find a way to let get everybody out and do well. Create prosperity for them. Create uh opportunity for them. And that's what has to happen. H because you're talking about government. It reminds me of another tweet that you did. >> All tweets about power and politics result in more quote tweets than any other form of tweet. Fastest way to be called stupid in life is to have an opinion about power or politics. >> Yeah. >> Why? I observed this. Uh so I wrote that because you will notice that people who talk a lot about politics are usually powerless in life and they feel the power by discussing politics a lot. I'm not saying that politics is not discussed by a lot of people. I'm saying people who are obsessively discussing that >> right especially if they're not journalists like journalists they are paid to discuss WhatsApp group you will notice a very specific pattern that usually not very powerful people >> that is true >> right uh and the reason of the quote tweet is saying that you make an opinion about something people will want to bash you because like it's this identity driven thing, right? Uh for example, if you questioned democracy as a thought experiment and you said that democracy should be different based on the average IQ of society, just try to write that you might almost get cancelled. M >> but >> but let's say if I told you that hey we have to >> hire CEOs of a company based on a voting system >> in a company would you bet on this company as an investor >> never terrible idea so that's how things work >> but when you put these opinions out there cuz when there's firm belief about something, >> it causes reactions >> especially from people who are otherwise not very powerful. >> Yeah, that's >> you know I was another experiment. I was just reading >> actually let me give another experiment. Just think about this. >> Just thought experiment. >> Yeah. >> Okay. Um >> let's say on Twitter uh after everybody's name their average IQ is shown >> and that is automatically derived through AI. >> What happens to social media? >> It actually becomes a better place. Honestly, >> I don't know. But >> I don't know. It'll be less profitable like way less profitable. >> I don't know. I don't know. It's not that all people who are with high IQ are noble >> but it'll be more entertaining for sure. >> I don't know. I I do believe it'll be a very interesting thought experiment. Right. >> And therefore, one of the things that I think about is thought experiments a lot. Second order thinking. >> Less than 1% of people can come up with good answers to this question that I said. M >> you can try it in all your interviews. We are your current team members. Tell them 10 things that is likely to",https://www.youtube.com/watch?v=YIszsqhLGIs
youtube,"the power by discussing politics a lot. I'm not saying that politics is not discussed by a lot of people. I'm saying people who are obsessively discussing that >> right especially if they're not journalists like journalists they are paid to discuss WhatsApp group you will notice a very specific pattern that usually not very powerful people >> that is true >> right uh and the reason of the quote tweet is saying that you make an opinion about something people will want to bash you because like it's this identity driven thing, right? Uh for example, if you questioned democracy as a thought experiment and you said that democracy should be different based on the average IQ of society, just try to write that you might almost get cancelled. M >> but >> but let's say if I told you that hey we have to >> hire CEOs of a company based on a voting system >> in a company would you bet on this company as an investor >> never terrible idea so that's how things work >> but when you put these opinions out there cuz when there's firm belief about something, >> it causes reactions >> especially from people who are otherwise not very powerful. >> Yeah, that's >> you know I was another experiment. I was just reading >> actually let me give another experiment. Just think about this. >> Just thought experiment. >> Yeah. >> Okay. Um >> let's say on Twitter uh after everybody's name their average IQ is shown >> and that is automatically derived through AI. >> What happens to social media? >> It actually becomes a better place. Honestly, >> I don't know. But >> I don't know. It'll be less profitable like way less profitable. >> I don't know. I don't know. It's not that all people who are with high IQ are noble >> but it'll be more entertaining for sure. >> I don't know. I I do believe it'll be a very interesting thought experiment. Right. >> And therefore, one of the things that I think about is thought experiments a lot. Second order thinking. >> Less than 1% of people can come up with good answers to this question that I said. M >> you can try it in all your interviews. We are your current team members. Tell them 10 things that is likely to happen if this is made mandatory in Twitter. >> Average IQ. >> Average IQ. No IQ of every person is shown next to their name. >> If that happens let's say kunal sha 80 raj 140 anashu and now what happens in one year's time? Ask this question to your team members. Less than 10% of people will have great answers. And it's nothing to do with what their current role is, salary is, nothing to do with that. >> Why do you think people won't have an answer? >> Good answers. People have answers. India answers. Uh uh it is hard to think second third order. >> What if this and then what and then this >> and then what >> and very complex >> you would to be good at understanding behavior >> dynamics for your for example right now you said it'll be entertaining >> but I'll say why and you have to think >> and play in your head. Yeah, >> it takes while >> you know people should who are listening that they should comment their answers. Maybe we'll get some interesting answers or maybe we'll get similar answers similar answers but it's it's very hard it's very very hard. Do you think one thing which will happen if this happens? >> Actually think about it. Uh when I was tweeting something now >> initially when grock and perplexity became thing people would question is this true >> is this what he's saying is correct or not >> and only when I saw in the first 20 30 times these AI tools said yes >> this person is saying something right this pattern is observed this is a proof of this I saw people stop doing it on my social media some people are asking is is this copied >> idea >> and I like it a lot that people do that and I saw that you could see people say it's mock but it's a it's an interesting instead of believing that this person is I know copying their ideas or thoughts or whatever you just ask this question >> so I went and like took my tweets and say how many of these are original how many are not original Yes, because I was not trying to validate myself. I was like, who else thought about this? But somebody has gone deep into",https://www.youtube.com/watch?v=YIszsqhLGIs
youtube,"happen if this is made mandatory in Twitter. >> Average IQ. >> Average IQ. No IQ of every person is shown next to their name. >> If that happens let's say kunal sha 80 raj 140 anashu and now what happens in one year's time? Ask this question to your team members. Less than 10% of people will have great answers. And it's nothing to do with what their current role is, salary is, nothing to do with that. >> Why do you think people won't have an answer? >> Good answers. People have answers. India answers. Uh uh it is hard to think second third order. >> What if this and then what and then this >> and then what >> and very complex >> you would to be good at understanding behavior >> dynamics for your for example right now you said it'll be entertaining >> but I'll say why and you have to think >> and play in your head. Yeah, >> it takes while >> you know people should who are listening that they should comment their answers. Maybe we'll get some interesting answers or maybe we'll get similar answers similar answers but it's it's very hard it's very very hard. Do you think one thing which will happen if this happens? >> Actually think about it. Uh when I was tweeting something now >> initially when grock and perplexity became thing people would question is this true >> is this what he's saying is correct or not >> and only when I saw in the first 20 30 times these AI tools said yes >> this person is saying something right this pattern is observed this is a proof of this I saw people stop doing it on my social media some people are asking is is this copied >> idea >> and I like it a lot that people do that and I saw that you could see people say it's mock but it's a it's an interesting instead of believing that this person is I know copying their ideas or thoughts or whatever you just ask this question >> so I went and like took my tweets and say how many of these are original how many are not original Yes, because I was not trying to validate myself. I was like, who else thought about this? But somebody has gone deep into it. >> For example, I was thinking about how do masses get persuaded. Then I said and then discovered Plateau or any of these guys who have written like books on this topic who have also written books on geometry, geography or human and you're like oh wow like this guy had and then you discover more such people >> who've done like 200 topics authorative books like barely Then you realize the power of distraction. Now we are shallow about 500 topics. Second question true. Do you think I'm still stuck on the IQ? Do you think IQ in long run people will stop giving importance to the to the IQ number? It's unlikely to happen because because there's a strong correlation. You will see a strong correlation of IQ and wealth, IQ and um power. You will see strong correlation in that. I'm not saying causation. IQ want to say guarantee you will get power or wealth. But you will see that a very high percentage of people who are wealthy or powerful have >> higher IQ. >> Agree? Right. So what you'll start noticing is that you will start taking respect opinions very differently. For example, if I asked an average person today in 2025, do you trust Chad GPT more than 90% of your friends? They might say yes. By 2030, very few friends will be smarter than Chad GPT. So then how will trust work >> in that world? Because many of our relationships come from taking advice from somebody, taking mentorship from somebody. Now I'm like bossain gossip, relationships might change materially. But then if you go with the rule of social media where someone who's relatable and is doing something extraordinary who feels like he's one of you, you would want to celebrate that person more. >> So people with lower IQ. >> So it's very interesting. Would you want to be seen as a relatable person's fan whose IQ is shown as low? Answer is no. >> No. But then you like to be a rebel and be like hey Then you would want to be saying just to justify my life. >> Yeah. But then you will stop getting respected because somewhere people will say like you >> publicly I'm already less respected. >> Correct. What I'm saying is that if I don't tweet then I can choose to be anonymous",https://www.youtube.com/watch?v=YIszsqhLGIs
youtube,"it. >> For example, I was thinking about how do masses get persuaded. Then I said and then discovered Plateau or any of these guys who have written like books on this topic who have also written books on geometry, geography or human and you're like oh wow like this guy had and then you discover more such people >> who've done like 200 topics authorative books like barely Then you realize the power of distraction. Now we are shallow about 500 topics. Second question true. Do you think I'm still stuck on the IQ? Do you think IQ in long run people will stop giving importance to the to the IQ number? It's unlikely to happen because because there's a strong correlation. You will see a strong correlation of IQ and wealth, IQ and um power. You will see strong correlation in that. I'm not saying causation. IQ want to say guarantee you will get power or wealth. But you will see that a very high percentage of people who are wealthy or powerful have >> higher IQ. >> Agree? Right. So what you'll start noticing is that you will start taking respect opinions very differently. For example, if I asked an average person today in 2025, do you trust Chad GPT more than 90% of your friends? They might say yes. By 2030, very few friends will be smarter than Chad GPT. So then how will trust work >> in that world? Because many of our relationships come from taking advice from somebody, taking mentorship from somebody. Now I'm like bossain gossip, relationships might change materially. But then if you go with the rule of social media where someone who's relatable and is doing something extraordinary who feels like he's one of you, you would want to celebrate that person more. >> So people with lower IQ. >> So it's very interesting. Would you want to be seen as a relatable person's fan whose IQ is shown as low? Answer is no. >> No. But then you like to be a rebel and be like hey Then you would want to be saying just to justify my life. >> Yeah. But then you will stop getting respected because somewhere people will say like you >> publicly I'm already less respected. >> Correct. What I'm saying is that if I don't tweet then I can choose to be anonymous and do whatever I I'm doing. Right. But if I'm seen, you don't want to be seen. >> But you want to be seen supporting an underdog and actually be associated with an underdog who won. >> Perfect. What you will notice is that when you are doing that, >> you may not get the support that you think you will get >> from people who are of respect. >> See what what I'm trying to say is that one is what do I do? For example, it's not that people who have high IQ, high success, high power are not watching cringe content and memes. They are watching it. They're enjoying it, >> right? But sometimes like associating with that people wonder why are you doing that? For example, when I post meme people like I'll get DMs, >> you are such an inspirational figure and I'm like that's what it is. But I think that's association problem. [Laughter] But I I was coming from the point that if somebody with low IQ proves over time to be of high power, wealth and status regardless of having a low IQ, a lot of people would want to 100%. So you will start seeing a pattern IQ. Then you might discover you might start seeing many other traits. So I agree with you, right? But it will still be detrimental but they may not even get chance sometimes >> because this data became public. >> Yeah. >> That's why I'm saying the thought experiment is interesting because would you give a chance to somebody? >> True. For example, let's say sometimes you might discover the person who makes the most amount of wealth in the stock market is actually not very high IQ. >> But now would you invest >> once their IQ is revealed >> although they have proven track record maybe you start doubting >> and therefore the thought experiment is interesting because it creates some very second order effects. >> Yeah. Because if you actually look at data also, most of the athletes who win, they have low IQ comparatively to a lot of high IQ. >> Yeah. Because their profession requires a very different thing. But you will might discover by the way that people who are actually top athletes are actually very good at pattern recognition and discipline. >> Agreed. Because you can't just rely",https://www.youtube.com/watch?v=YIszsqhLGIs
youtube,"and do whatever I I'm doing. Right. But if I'm seen, you don't want to be seen. >> But you want to be seen supporting an underdog and actually be associated with an underdog who won. >> Perfect. What you will notice is that when you are doing that, >> you may not get the support that you think you will get >> from people who are of respect. >> See what what I'm trying to say is that one is what do I do? For example, it's not that people who have high IQ, high success, high power are not watching cringe content and memes. They are watching it. They're enjoying it, >> right? But sometimes like associating with that people wonder why are you doing that? For example, when I post meme people like I'll get DMs, >> you are such an inspirational figure and I'm like that's what it is. But I think that's association problem. [Laughter] But I I was coming from the point that if somebody with low IQ proves over time to be of high power, wealth and status regardless of having a low IQ, a lot of people would want to 100%. So you will start seeing a pattern IQ. Then you might discover you might start seeing many other traits. So I agree with you, right? But it will still be detrimental but they may not even get chance sometimes >> because this data became public. >> Yeah. >> That's why I'm saying the thought experiment is interesting because would you give a chance to somebody? >> True. For example, let's say sometimes you might discover the person who makes the most amount of wealth in the stock market is actually not very high IQ. >> But now would you invest >> once their IQ is revealed >> although they have proven track record maybe you start doubting >> and therefore the thought experiment is interesting because it creates some very second order effects. >> Yeah. Because if you actually look at data also, most of the athletes who win, they have low IQ comparatively to a lot of high IQ. >> Yeah. Because their profession requires a very different thing. But you will might discover by the way that people who are actually top athletes are actually very good at pattern recognition and discipline. >> Agreed. Because you can't just rely on brute force to get to the top of the game because sub game eventually chess s you might break out by brute but the top games are always mind games. >> Yeah. Have you noticed any pattern in yourself? >> Mhm. which regardless of which company you're building or which age you are in or which category you are operating in they keep occurring to you again. Yeah. For example, I always look for efficient paths. I believe that there has to be a very efficient lazy method to achieve something. I'm always seeking that. I'm always trying to find is there a way to achieve this thing >> in the most energy efficient way. I often look look for those patterns. Um I've seen a pattern of constantly wanting to know why does something happen. One pattern I observe is that I like to challenge the team on we doing this this is going to be the outcome. >> M >> and I'm looking for somebody to prove me wrong because then I can trust them with more judgment. >> Yeah. Nice. Um, for example, let's say you can easily run a thing. Let's say you run a live contest 24 hours >> and you do this 10 times >> and two people are consistently able to predict closest to the answer. You can trust them more. >> That's a good thing. I'll do it. >> You should do it. Let me know what happens. I'll absolutely do it because they do something that is getting them consistently right. And you can do it 24 hours. We'll check it. Whoever gets you give them some prize. Let's announce a 100 rupees prize for everybody who gets it every 24 hours. But you observe in 10 times who won the most times. M >> sometimes you might not get 10 times and you th 100 times who won the most times and then boom >> you start seeing patterns. >> Yeah. >> Okay. One loop was open. Respect. >> You said respect is primarily decided by power and power and money. Right? Something something of that sort. What did you say? >> Yeah. Like is wealth >> respect. Respect is a humans have a natural ranking systems in their head >> and we follow. >> Yeah. >> People we respect >> or we like either are the two reasons",https://www.youtube.com/watch?v=YIszsqhLGIs
